PID,Benchmark,WCET,Period,Deadline,Criticality,TempSens,LoadSens,Energy,Predecessors
T6127,EEMBC,10.93,90.22,55.37,High,1.26,0.96,16.61,T6126
T6128,Malardalen,1.22,44.19,26.07,High,0.93,1.2,0.96,T6127
T6129,MiBench,24.41,212.35,71.92,Low,0.98,1.21,43.69,T6128
T6130,TACLeBench,5.3,133.42,132.89,Low,1.44,1.21,7.53,T6129
T6131,MiBench,21.56,353.86,331.84,High,1.03,1.18,21.56,T2533
T6132,PapaBench,1.64,92.15,66.65,High,1.33,0.9,1.31,T6131
T6133,MiBench,32.93,333.06,283.75,Low,1.28,1.37,54.33,T6132
T6134,TACLeBench,9.88,159.81,55.49,High,1.17,1.38,8.6,T6133
T6135,PapaBench,2.1,61.83,52.07,Low,1.42,1.16,1.34,T6134
T6136,PapaBench,0.15,142.07,59.18,Low,1.49,1.15,0.13,T6135
T6137,Malardalen,0.41,13.44,7.96,High,1.35,0.88,0.27,T6136
T6138,EEMBC,9.86,64.6,20.23,High,1.46,0.87,13.11,T6137
T6139,PapaBench,3.14,229.37,211.25,Low,1.23,0.88,2.76,T6138
T6140,MiBench,35.62,316.58,96.05,Low,1.33,0.99,42.39,T6139
T6141,TACLeBench,8.02,64.29,48.68,High,1.37,0.81,8.82,T2501
T6142,TACLeBench,15.72,77.82,44.64,High,1.47,0.82,21.06,T6141
T6143,Malardalen,1.83,23.05,9.25,Low,1.44,0.8,1.72,T6142
T6144,Malardalen,0.6,31.72,21.95,High,1.1,0.93,0.49,T6143
T6145,Malardalen,1.71,49.55,31.37,Low,1.31,0.91,1.59,T6144
T6146,PapaBench,0.97,198.28,68.1,Low,0.81,0.95,0.84,T6145
T6147,EEMBC,10.53,229.23,135.43,Low,1.48,1.4,17.16,T6146
T6148,Malardalen,1.93,72.37,27.74,High,1.2,0.85,1.37,T6147
T6149,EEMBC,3.98,196.14,191.13,Low,0.89,1.31,8.92,T6148
T6150,MiBench,11.18,212.28,68.4,Low,1.0,0.93,14.65,T6149
T6151,PapaBench,0.15,143.5,67.54,High,0.91,0.89,0.15,T4420
T6152,MiBench,9.66,330.67,18.15,Low,1.12,1.22,14.59,T6151
T6153,MiBench,22.89,180.78,129.82,Low,1.08,0.9,30.9,T6152
T6154,EEMBC,16.84,198.34,91.71,High,1.36,1.27,20.88,T6153
T6155,Malardalen,1.62,81.72,17.94,High,0.84,1.2,1.05,T6154
T6156,Malardalen,1.01,78.68,78.44,Low,1.42,1.26,0.72,T6155
T6157,PapaBench,1.33,59.45,50.83,Low,1.23,1.19,1.38,T6156
T6158,PapaBench,2.55,32.82,19.95,Low,1.49,1.26,2.32,T6157
T6159,PapaBench,1.73,26.24,8.8,Low,0.95,1.18,1.11,T6158
T6160,TACLeBench,14.04,112.09,75.67,Low,1.01,1.28,13.76,T6159
T6161,EEMBC,8.85,175.76,105.43,High,1.03,1.08,20.53,T5041
T6162,Malardalen,0.61,18.15,11.87,High,1.28,0.81,0.54,T6161
T6163,EEMBC,28.01,289.5,260.49,High,1.05,1.1,68.9,T6162
T6164,TACLeBench,9.7,93.63,90.36,High,1.1,1.02,13.0,T6163
T6165,TACLeBench,13.41,151.58,99.91,High,1.15,1.38,11.67,T6164
T6166,TACLeBench,11.96,174.96,104.57,Low,1.37,1.08,15.79,T6165
T6167,PapaBench,2.19,92.49,9.16,High,1.45,0.9,1.99,T6166
T6168,Malardalen,1.33,90.6,70.3,Low,0.89,0.84,1.09,T6167
T6169,Malardalen,1.54,30.17,19.38,High,1.34,1.18,1.42,T6168
T6170,MiBench,48.64,400.92,353.26,High,1.19,1.0,83.66,T6169
T6171,Malardalen,0.52,45.85,38.67,Low,0.86,0.82,0.27,T1472
T6172,EEMBC,18.98,244.09,127.83,High,0.96,1.26,33.97,T6171
T6173,Malardalen,1.64,80.98,63.06,High,0.95,1.01,1.2,T6172
T6174,PapaBench,0.81,227.91,120.35,High,0.84,1.01,0.96,T6173
T6175,Malardalen,0.91,88.83,29.66,High,1.15,1.24,0.54,T6174
T6176,MiBench,33.16,420.29,203.16,Low,1.14,1.35,37.8,T6175
T6177,MiBench,48.69,383.89,129.38,Low,1.05,1.26,58.43,T6176
T6178,MiBench,34.46,394.54,209.8,Low,1.4,1.13,55.14,T6177
T6179,TACLeBench,2.75,156.17,71.89,Low,0.91,1.31,3.27,T6178
T6180,PapaBench,3.34,43.02,6.83,High,1.11,1.05,2.5,T6179
T6181,TACLeBench,16.54,56.09,25.27,High,1.22,1.18,16.71,T3884
T6182,MiBench,44.36,363.93,125.95,Low,1.03,1.05,74.52,T6181
T6183,Malardalen,0.48,30.83,19.07,Low,0.98,0.88,0.48,T6182
T6184,EEMBC,9.4,269.53,250.68,Low,0.96,0.82,12.03,T6183
T6185,MiBench,7.94,490.82,141.71,Low,1.14,1.06,11.04,T6184
T6186,PapaBench,2.94,91.21,65.66,Low,1.09,1.04,2.26,T6185
T6187,EEMBC,28.14,82.41,61.06,High,1.34,1.21,61.06,T6186
T6188,EEMBC,15.19,63.74,49.11,Low,1.32,1.12,35.85,T6187
T6189,PapaBench,4.05,37.13,33.29,High,0.95,1.14,3.6,T6188
T6190,Malardalen,1.48,84.25,49.01,High,1.43,0.94,1.02,T6189
T6191,TACLeBench,15.51,81.22,28.69,High,0.99,1.03,18.15,T2622
T6192,Malardalen,0.78,19.3,11.12,Low,1.09,1.3,0.65,T6191
T6193,PapaBench,3.77,71.56,46.84,High,0.89,0.93,3.32,T6192
T6194,MiBench,43.75,488.25,63.69,Low,0.83,0.95,70.44,T6193
T6195,Malardalen,1.38,12.19,5.96,High,1.1,1.32,0.91,T6194
T6196,MiBench,6.76,173.41,53.76,High,0.9,1.0,9.8,T6195
T6197,MiBench,5.27,415.43,380.26,High,1.05,0.89,9.17,T6196
T6198,PapaBench,4.14,117.14,83.52,Low,1.27,0.99,3.64,T6197
T6199,Malardalen,1.09,93.87,60.94,Low,0.96,1.02,0.94,T6198
T6200,PapaBench,3.33,207.18,155.47,Low,0.81,1.09,3.6,T6199
T6201,MiBench,32.41,459.3,80.23,Low,1.0,0.97,56.39,T1273
T6202,TACLeBench,5.88,163.26,19.62,Low,1.0,0.86,6.94,T6201
T6203,TACLeBench,11.74,130.32,124.06,High,1.04,1.31,11.39,T6202
T6204,Malardalen,0.9,92.35,40.2,Low,1.1,0.94,0.85,T6203
T6205,PapaBench,2.85,135.37,22.07,High,0.88,1.33,3.08,T6204
T6206,TACLeBench,9.47,189.29,73.33,Low,1.08,1.35,13.64,T6205
T6207,MiBench,15.72,258.81,131.7,Low,1.22,0.91,20.59,T6206
T6208,MiBench,40.32,313.96,273.97,High,1.41,1.27,77.01,T6207
T6209,Malardalen,1.09,58.58,16.12,High,1.26,1.23,0.94,T6208
T6210,MiBench,16.88,338.65,128.7,Low,0.96,1.13,28.53,T6209
T6211,MiBench,26.33,208.23,97.05,High,1.18,1.05,47.66,T4226
T6212,PapaBench,1.52,172.51,2.03,High,1.22,0.92,1.64,T6211
T6213,TACLeBench,16.27,191.94,86.82,High,0.92,1.01,18.87,T6212
T6214,MiBench,49.98,331.01,56.15,High,1.3,1.29,87.96,T6213
T6215,MiBench,22.37,282.68,237.42,Low,1.19,0.94,25.05,T6214
T6216,PapaBench,2.72,142.17,122.4,Low,1.16,1.36,3.05,T6215
T6217,EEMBC,29.46,217.23,96.02,Low,1.32,1.1,72.18,T6216
T6218,TACLeBench,13.59,133.04,97.1,High,1.12,1.01,13.86,T6217
T6219,TACLeBench,6.52,127.68,80.07,High,0.9,0.98,8.74,T6218
T6220,EEMBC,4.41,69.87,42.76,High,1.43,0.91,9.88,T6219
T6221,MiBench,16.93,143.95,42.28,Low,1.38,1.18,29.29,T4330
T6222,PapaBench,1.47,54.97,6.48,High,1.22,1.21,0.97,T6221
T6223,PapaBench,3.83,189.97,86.9,High,1.32,0.99,3.29,T6222
T6224,TACLeBench,6.25,199.77,158.63,Low,0.98,1.12,5.56,T6223
T6225,Malardalen,0.11,11.49,2.29,Low,1.28,1.23,0.06,T6224
T6226,EEMBC,6.82,191.48,30.0,Low,1.4,0.89,11.18,T6225
T6227,TACLeBench,9.55,195.47,40.63,High,1.17,0.8,8.4,T6226
T6228,MiBench,36.23,140.66,38.18,Low,1.01,1.33,40.22,T6227
T6229,EEMBC,26.55,98.81,88.89,Low,1.37,1.38,41.68,T6228
T6230,TACLeBench,13.21,76.74,15.33,High,0.85,1.18,15.85,T6229
T6231,MiBench,19.72,107.23,77.94,Low,1.08,1.15,23.66,T6163
T6232,PapaBench,0.16,215.53,212.06,High,1.31,0.83,0.16,T6231
T6233,EEMBC,25.93,111.68,57.84,Low,0.94,1.37,32.15,T6232
T6234,PapaBench,2.0,168.19,142.48,High,1.26,1.26,2.28,T6233
T6235,MiBench,9.3,325.73,232.61,Low,1.16,1.34,15.81,T6234
T6236,EEMBC,19.61,221.96,55.01,High,1.01,1.01,41.57,T6235
T6237,PapaBench,0.2,193.74,37.84,High,1.33,1.21,0.14,T6236
T6238,EEMBC,1.5,216.31,115.81,Low,1.05,1.12,2.94,T6237
T6239,Malardalen,0.4,79.39,60.42,High,0.94,1.01,0.25,T6238
T6240,MiBench,13.89,401.49,311.99,Low,1.0,1.35,19.03,T6239
T6241,TACLeBench,16.16,70.85,19.94,Low,1.02,1.39,20.68,T4537
T6242,EEMBC,20.53,71.2,35.1,High,1.44,1.04,46.6,T6241
T6243,MiBench,31.31,131.67,95.64,Low,1.18,0.99,46.96,T6242
T6244,MiBench,17.71,280.42,20.99,High,0.87,1.29,24.26,T6243
T6245,Malardalen,1.23,52.0,29.52,High,1.19,0.94,0.7,T6244
T6246,TACLeBench,13.48,196.23,105.09,Low,1.49,1.17,11.73,T6245
T6247,PapaBench,0.9,189.33,162.64,High,0.93,1.32,0.68,T6246
T6248,PapaBench,4.2,161.72,14.82,Low,1.19,1.14,4.16,T6247
T6249,EEMBC,21.97,147.39,109.72,High,1.37,1.09,32.08,T6248
T6250,TACLeBench,18.03,179.0,151.05,Low,0.98,1.33,23.98,T6249
T6251,MiBench,18.27,285.27,241.18,Low,1.37,1.07,35.26,T5601
T6252,Malardalen,0.69,20.7,12.16,High,1.19,0.95,0.55,T6251
T6253,EEMBC,23.59,298.99,214.69,Low,1.23,0.88,39.16,T6252
T6254,Malardalen,0.36,53.01,30.75,High,1.02,0.85,0.3,T6253
T6255,TACLeBench,13.25,66.39,55.71,High,1.43,1.05,15.9,T6254
T6256,PapaBench,0.86,183.06,53.28,Low,0.87,0.8,0.7,T6255
T6257,Malardalen,0.51,84.49,8.82,Low,1.3,0.88,0.26,T6256
T6258,Malardalen,1.11,10.3,8.48,High,1.25,1.06,0.69,T6257
T6259,MiBench,12.4,299.01,46.59,Low,1.03,1.07,20.34,T6258
T6260,EEMBC,22.03,227.57,136.32,Low,1.47,1.16,35.91,T6259
T6261,MiBench,9.33,369.44,199.11,Low,0.88,0.96,9.98,T2298
T6262,PapaBench,4.5,37.8,18.01,Low,0.96,0.84,4.82,T6261
T6263,MiBench,24.13,447.61,141.93,Low,1.08,1.0,27.99,T6262
T6264,MiBench,19.59,332.13,101.44,Low,0.95,1.09,30.95,T6263
T6265,EEMBC,4.34,156.2,39.57,High,0.99,0.81,9.29,T6264
T6266,TACLeBench,17.96,91.91,83.3,Low,1.45,1.21,23.89,T6265
T6267,Malardalen,0.61,34.3,8.19,High,1.05,1.39,0.43,T6266
T6268,PapaBench,4.21,198.38,120.63,High,1.11,0.86,4.13,T6267
T6269,PapaBench,0.35,79.77,58.51,High,1.2,0.83,0.36,T6268
T6270,Malardalen,1.46,86.67,69.1,High,1.13,0.96,0.99,T6269
T6271,EEMBC,8.01,297.09,148.02,Low,0.91,1.14,16.02,T2986
T6272,PapaBench,3.12,26.73,14.93,High,1.3,0.87,3.18,T6271
T6273,MiBench,27.45,386.25,271.78,Low,1.15,1.17,27.45,T6272
T6274,TACLeBench,15.48,192.42,32.9,Low,1.11,1.04,22.91,T6273
T6275,Malardalen,1.89,93.9,41.45,High,0.91,1.26,1.27,T6274
T6276,MiBench,12.47,317.16,198.57,Low,1.26,0.92,21.2,T6275
T6277,EEMBC,25.09,91.27,85.11,Low,1.18,1.04,57.46,T6276
T6278,PapaBench,3.29,141.61,7.17,High,1.09,1.11,3.62,T6277
T6279,MiBench,46.78,417.98,325.43,Low,0.89,1.24,58.01,T6278
T6280,TACLeBench,15.56,139.2,112.3,Low,0.95,1.3,18.05,T6279
T6281,PapaBench,1.43,97.31,81.24,High,1.17,1.25,1.34,T262
T6282,Malardalen,0.67,24.14,10.56,Low,1.07,1.0,0.61,T6281
T6283,EEMBC,6.66,154.63,144.44,High,1.39,1.05,9.39,T6282
T6284,Malardalen,0.76,45.22,28.34,Low,1.29,0.98,0.47,T6283
T6285,EEMBC,19.25,264.91,80.58,High,1.38,0.89,31.76,T6284
T6286,Malardalen,1.43,16.01,3.11,Low,1.27,1.02,1.27,T6285
T6287,MiBench,37.11,394.44,224.65,High,1.23,1.24,38.59,T6286
T6288,Malardalen,0.91,46.72,5.23,Low,1.01,1.25,0.63,T6287
T6289,PapaBench,4.84,144.07,111.9,High,1.35,1.4,3.58,T6288
T6290,TACLeBench,15.28,122.54,31.51,High,0.81,1.25,21.09,T6289
T6291,TACLeBench,11.78,183.16,63.52,Low,1.24,1.1,10.13,T1008
T6292,Malardalen,1.61,39.33,36.9,Low,1.02,1.35,1.22,T6291
T6293,TACLeBench,11.43,185.5,11.73,Low,1.42,0.81,10.4,T6292
T6294,PapaBench,4.56,100.6,74.26,Low,1.14,0.84,5.38,T6293
T6295,EEMBC,20.4,169.29,89.94,Low,1.1,0.81,47.33,T6294
T6296,MiBench,26.09,494.48,280.34,Low,1.49,1.26,46.18,T6295
T6297,MiBench,20.15,341.05,263.6,High,1.36,0.84,20.35,T6296
T6298,Malardalen,1.07,55.82,28.84,High,1.43,0.82,0.85,T6297
T6299,PapaBench,3.03,81.76,47.61,High,1.19,1.16,3.15,T6298
T6300,TACLeBench,11.93,185.7,95.31,High,0.86,1.13,12.41,T6299
T6301,PapaBench,2.83,233.59,5.87,High,0.88,0.81,1.84,T1839
T6302,Malardalen,1.32,68.91,26.53,High,0.86,1.24,1.2,T6301
T6303,Malardalen,0.53,34.32,5.11,High,1.31,0.94,0.35,T6302
T6304,PapaBench,2.07,79.25,39.73,Low,1.01,1.31,2.46,T6303
T6305,PapaBench,2.7,174.81,132.09,High,1.17,1.21,2.81,T6304
T6306,Malardalen,1.76,40.73,21.48,High,0.96,0.93,1.53,T6305
T6307,TACLeBench,3.75,89.26,15.0,High,1.15,1.28,5.06,T6306
T6308,Malardalen,1.35,30.49,16.29,High,1.31,0.98,0.73,T6307
T6309,TACLeBench,11.53,155.64,17.82,High,1.03,0.91,9.45,T6308
T6310,PapaBench,1.61,191.38,152.12,Low,1.16,0.89,1.35,T6309
T6311,Malardalen,0.17,32.57,27.73,High,1.24,1.19,0.16,T564
T6312,PapaBench,2.4,77.65,55.28,Low,1.29,1.25,2.02,T6311
T6313,EEMBC,13.85,124.19,81.59,High,1.09,1.23,33.1,T6312
T6314,EEMBC,9.11,154.12,14.79,Low,1.05,1.06,18.31,T6313
T6315,Malardalen,0.3,91.72,81.22,Low,1.49,0.84,0.24,T6314
T6316,PapaBench,4.18,244.15,33.17,High,0.85,0.9,3.26,T6315
T6317,EEMBC,9.14,292.69,138.4,High,1.44,1.07,11.61,T6316
T6318,PapaBench,2.48,108.6,53.92,High,1.32,1.11,1.71,T6317
T6319,MiBench,39.31,448.42,47.94,Low,1.26,1.1,55.82,T6318
T6320,MiBench,33.07,481.73,65.01,Low,1.23,1.04,59.53,T6319
T6321,MiBench,24.15,146.84,131.38,High,1.26,1.26,28.01,T4401
T6322,TACLeBench,2.06,107.39,71.47,High,0.8,1.26,2.97,T6321
T6323,PapaBench,3.77,228.22,212.12,High,1.32,1.28,3.92,T6322
T6324,EEMBC,1.42,180.46,62.4,High,0.99,1.26,2.6,T6323
T6325,Malardalen,1.01,55.11,11.45,High,1.03,0.91,0.56,T6324
T6326,TACLeBench,4.39,136.99,60.62,Low,1.0,0.89,3.82,T6325
T6327,MiBench,36.76,308.4,210.23,Low,0.92,1.25,47.05,T6326
T6328,TACLeBench,7.88,107.47,55.51,High,1.22,0.96,8.04,T6327
T6329,Malardalen,1.55,93.66,48.05,High,0.87,1.06,1.18,T6328
T6330,MiBench,33.17,118.98,90.7,Low,1.27,1.37,34.5,T6329
T6331,MiBench,41.73,219.71,95.41,High,0.83,1.02,47.99,T666
T6332,PapaBench,2.29,172.88,59.53,High,1.19,1.29,1.79,T6331
T6333,MiBench,15.28,316.03,236.94,Low,1.41,1.16,27.05,T6332
T6334,Malardalen,0.18,44.77,42.12,High,1.0,1.14,0.11,T6333
T6335,Malardalen,1.89,43.1,42.21,High,1.11,1.14,1.85,T6334
T6336,Malardalen,0.51,34.6,11.01,High,0.81,1.05,0.46,T6335
T6337,TACLeBench,13.69,94.22,88.27,High,0.85,0.86,15.2,T6336
T6338,PapaBench,1.49,165.5,104.82,Low,1.14,1.01,1.7,T6337
T6339,PapaBench,3.37,223.31,155.93,Low,1.5,0.83,3.54,T6338
T6340,PapaBench,0.18,129.71,73.65,High,1.29,1.15,0.21,T6339
T6341,EEMBC,12.38,60.85,60.5,High,1.26,1.0,20.55,T2551
T6342,EEMBC,1.71,101.97,4.91,Low,1.28,0.82,3.15,T6341
T6343,PapaBench,3.2,87.45,3.3,Low,1.09,1.02,3.2,T6342
T6344,EEMBC,28.44,107.37,71.65,Low,1.27,0.9,64.56,T6343
T6345,MiBench,7.41,137.76,120.17,Low,1.16,1.26,11.26,T6344
T6346,TACLeBench,10.23,68.8,49.59,High,1.41,0.97,13.4,T6345
T6347,MiBench,48.88,241.4,195.06,Low,1.02,1.03,56.21,T6346
T6348,Malardalen,1.95,89.0,51.19,High,0.86,1.05,1.74,T6347
T6349,Malardalen,1.87,48.24,15.13,High,0.82,1.36,1.18,T6348
T6350,PapaBench,4.19,227.41,203.16,High,1.08,0.95,3.14,T6349
T6351,MiBench,12.42,401.85,219.21,Low,0.91,0.97,19.13,T2572
T6352,EEMBC,24.1,243.8,171.46,Low,1.42,0.81,29.88,T6351
T6353,MiBench,24.89,411.31,244.01,Low,0.89,0.89,26.38,T6352
T6354,MiBench,44.21,457.38,96.0,Low,1.08,0.9,77.37,T6353
T6355,TACLeBench,13.48,75.04,25.08,Low,1.17,1.27,17.93,T6354
T6356,MiBench,43.3,329.87,172.11,High,0.81,1.18,60.19,T6355
T6357,Malardalen,1.96,34.4,17.19,High,0.96,0.88,1.92,T6356
T6358,PapaBench,3.82,45.71,29.97,High,1.02,0.98,3.13,T6357
T6359,Malardalen,0.2,50.8,31.1,High,0.88,1.05,0.13,T6358
T6360,MiBench,13.04,485.88,396.99,Low,1.23,1.05,20.86,T6359
T6361,Malardalen,0.18,23.16,17.15,Low,1.16,0.88,0.15,T5152
T6362,MiBench,16.29,132.27,38.16,High,1.03,1.37,28.02,T6361
T6363,Malardalen,0.74,27.08,3.72,High,0.88,1.2,0.65,T6362
T6364,TACLeBench,6.72,104.56,88.97,Low,0.8,1.27,8.53,T6363
T6365,PapaBench,0.62,122.63,0.68,High,1.28,1.04,0.71,T6364
T6366,Malardalen,0.6,64.03,27.34,High,1.44,1.3,0.49,T6365
T6367,PapaBench,1.27,48.18,33.81,Low,0.88,1.16,1.33,T6366
T6368,Malardalen,1.31,36.21,14.74,High,1.1,1.16,1.09,T6367
T6369,EEMBC,29.52,243.55,84.99,Low,1.44,1.06,50.77,T6368
T6370,EEMBC,22.57,294.45,273.92,High,1.17,1.23,27.99,T6369
T6371,Malardalen,1.78,36.4,4.99,High,1.31,1.08,1.48,T4314
T6372,PapaBench,4.93,199.12,19.0,Low,1.3,1.29,3.4,T6371
T6373,EEMBC,3.62,97.96,22.1,High,0.81,1.12,7.82,T6372
T6374,Malardalen,1.12,49.17,41.81,High,0.81,0.87,0.6,T6373
T6375,Malardalen,0.45,67.03,53.22,High,1.22,0.97,0.38,T6374
T6376,TACLeBench,9.59,133.63,116.83,Low,1.04,1.26,11.8,T6375
T6377,EEMBC,20.37,68.26,48.8,Low,0.97,1.25,45.83,T6376
T6378,Malardalen,1.14,86.3,31.7,Low,1.14,1.2,1.11,T6377
T6379,EEMBC,18.5,110.81,61.4,Low,1.25,1.26,35.52,T6378
T6380,MiBench,47.93,421.27,140.93,Low,1.44,1.18,94.42,T6379
T6381,Malardalen,1.66,42.42,38.49,High,1.18,1.2,1.63,T5524
T6382,MiBench,27.8,226.35,63.47,High,1.14,1.37,35.86,T6381
T6383,Malardalen,1.04,70.02,39.14,High,1.26,0.99,0.92,T6382
T6384,Malardalen,1.38,24.66,8.76,High,1.25,0.88,1.26,T6383
T6385,PapaBench,2.83,57.63,30.75,Low,0.85,0.84,2.72,T6384
T6386,EEMBC,10.41,56.05,41.85,Low,1.2,0.94,15.82,T6385
T6387,EEMBC,9.85,93.53,60.67,Low,1.01,0.99,23.94,T6386
T6388,PapaBench,4.79,60.44,12.28,High,1.12,1.22,4.5,T6387
T6389,PapaBench,1.8,165.45,28.39,Low,1.44,1.02,1.15,T6388
T6390,Malardalen,1.09,27.52,27.11,High,1.3,1.11,0.8,T6389
T6391,Malardalen,0.7,22.89,12.18,High,0.84,1.32,0.53,T1159
T6392,TACLeBench,14.36,106.27,53.03,Low,1.49,0.82,19.24,T6391
T6393,TACLeBench,7.71,79.04,28.24,High,1.06,1.23,9.1,T6392
T6394,PapaBench,0.46,182.14,133.88,High,0.88,1.2,0.29,T6393
T6395,MiBench,13.1,272.87,58.12,High,0.93,1.23,14.15,T6394
T6396,MiBench,41.84,484.69,364.52,High,1.14,0.95,59.83,T6395
T6397,PapaBench,2.16,83.04,71.21,Low,1.5,1.22,1.92,T6396
T6398,PapaBench,1.56,192.91,179.16,High,1.13,1.0,1.03,T6397
T6399,EEMBC,26.92,235.47,59.35,High,1.14,1.06,32.3,T6398
T6400,PapaBench,3.1,62.42,38.71,High,1.33,1.31,2.26,T6399
T6401,MiBench,8.14,248.12,155.16,Low,0.88,1.04,8.71,T800
T6402,Malardalen,1.89,17.98,4.73,Low,1.32,0.83,1.7,T6401
T6403,TACLeBench,6.11,96.64,36.77,High,1.29,1.18,5.32,T6402
T6404,EEMBC,3.24,105.2,22.98,Low,1.23,0.81,5.61,T6403
T6405,EEMBC,3.36,260.64,245.83,Low,1.18,1.12,6.08,T6404
T6406,TACLeBench,13.16,155.18,63.23,High,0.89,1.06,11.71,T6405
T6407,MiBench,21.01,102.16,69.9,Low,0.87,1.24,28.36,T6406
T6408,Malardalen,0.39,59.84,28.45,High,1.09,0.85,0.34,T6407
T6409,Malardalen,1.39,96.51,42.31,Low,1.18,1.0,0.95,T6408
T6410,Malardalen,0.9,30.45,25.86,Low,0.85,1.1,0.86,T6409
T6411,PapaBench,0.31,157.94,29.41,Low,0.95,0.96,0.24,T5887
T6412,PapaBench,0.82,75.84,5.21,High,1.09,1.32,0.51,T6411
T6413,EEMBC,28.83,240.36,47.89,High,1.24,0.94,68.9,T6412
T6414,Malardalen,1.81,77.01,49.57,High,1.32,1.03,1.81,T6413
T6415,MiBench,19.9,260.35,224.47,High,1.14,1.18,38.8,T6414
T6416,EEMBC,27.07,226.92,165.57,High,1.19,1.05,35.19,T6415
T6417,Malardalen,0.33,50.93,29.95,High,1.22,1.36,0.31,T6416
T6418,EEMBC,20.88,76.91,76.04,Low,0.9,1.19,39.67,T6417
T6419,Malardalen,0.41,57.97,43.38,High,1.24,0.92,0.36,T6418
T6420,TACLeBench,17.15,178.0,147.98,Low,1.31,1.24,14.06,T6419
T6421,PapaBench,0.61,52.4,28.84,Low,0.94,1.11,0.49,T1914
T6422,TACLeBench,6.6,141.76,46.18,Low,0.83,1.27,8.84,T6421
T6423,MiBench,26.11,394.3,271.89,High,1.06,1.1,32.38,T6422
T6424,MiBench,35.69,374.51,170.94,Low,1.33,0.89,48.54,T6423
T6425,PapaBench,2.75,149.12,33.94,High,1.0,1.07,2.72,T6424
T6426,TACLeBench,19.74,119.18,66.45,High,0.88,1.17,25.86,T6425
T6427,TACLeBench,17.03,137.25,112.03,Low,0.98,0.86,19.58,T6426
T6428,MiBench,6.09,388.75,244.5,High,1.41,0.92,9.93,T6427
T6429,EEMBC,18.95,80.17,38.54,Low,1.42,1.17,46.62,T6428
T6430,EEMBC,21.88,89.62,57.12,Low,1.39,1.33,38.51,T6429
T6431,TACLeBench,18.34,134.42,60.16,High,1.5,1.08,23.11,T6100
T6432,MiBench,46.99,265.0,131.14,High,0.83,1.02,65.32,T6431
T6433,EEMBC,17.78,74.36,20.5,Low,0.96,1.13,24.36,T6432
T6434,PapaBench,0.27,99.9,97.45,High,1.24,0.87,0.26,T6433
T6435,TACLeBench,1.45,157.85,43.81,High,1.32,0.96,2.17,T6434
T6436,EEMBC,11.03,223.79,201.23,High,1.37,1.25,14.12,T6435
T6437,TACLeBench,12.78,196.16,133.01,Low,1.18,1.14,10.22,T6436
T6438,PapaBench,2.89,51.76,9.42,Low,1.23,0.97,3.29,T6437
T6439,PapaBench,3.87,173.14,20.0,Low,1.45,1.27,2.59,T6438
T6440,MiBench,35.85,115.05,44.88,Low,1.0,1.21,53.42,T6439
T6441,PapaBench,0.16,93.08,39.02,Low,1.05,0.93,0.16,T1758
T6442,MiBench,33.99,293.62,253.85,High,1.17,1.02,57.44,T6441
T6443,TACLeBench,15.41,182.71,123.5,High,0.97,0.92,19.42,T6442
T6444,PapaBench,0.79,160.52,98.66,High,1.36,1.15,0.89,T6443
T6445,Malardalen,1.38,16.3,6.02,High,0.84,1.09,1.32,T6444
T6446,MiBench,25.44,123.0,121.52,Low,1.31,0.83,47.32,T6445
T6447,EEMBC,4.92,121.43,92.04,High,1.44,1.28,6.84,T6446
T6448,EEMBC,21.19,227.07,35.35,Low,0.9,0.96,28.39,T6447
T6449,MiBench,5.53,235.87,199.3,Low,0.8,1.34,8.13,T6448
T6450,PapaBench,4.4,156.28,49.21,Low,1.34,0.86,3.61,T6449
T6451,EEMBC,7.02,208.97,25.75,Low,1.04,0.87,12.29,T1121
T6452,EEMBC,8.32,188.24,167.04,Low,1.31,0.9,19.47,T6451
T6453,EEMBC,7.97,276.05,159.15,High,1.43,1.37,15.14,T6452
T6454,TACLeBench,13.74,173.98,167.98,Low,1.33,1.38,19.24,T6453
T6455,EEMBC,26.63,197.07,150.29,Low,0.97,0.82,64.44,T6454
T6456,EEMBC,6.47,159.04,26.01,High,1.35,1.3,13.13,T6455
T6457,PapaBench,1.95,80.18,61.33,High,1.48,0.84,1.5,T6456
T6458,MiBench,23.4,247.3,206.83,Low,1.15,0.82,23.63,T6457
T6459,PapaBench,4.56,235.02,67.31,High,1.36,1.18,5.43,T6458
T6460,EEMBC,20.83,239.4,228.4,High,1.33,1.09,33.12,T6459
T6461,EEMBC,27.85,260.52,73.15,Low,0.87,1.26,37.88,T4611
T6462,MiBench,13.66,344.39,109.0,Low,1.05,1.21,14.48,T6461
T6463,Malardalen,0.28,78.32,76.2,High,0.88,0.97,0.14,T6462
T6464,MiBench,40.52,263.13,152.31,Low,1.22,1.3,52.27,T6463
T6465,MiBench,24.28,136.23,25.98,Low,1.25,1.35,25.01,T6464
T6466,EEMBC,21.76,56.21,47.59,High,1.48,0.97,44.83,T6465
T6467,Malardalen,1.08,53.62,28.23,High,1.1,1.33,0.9,T6466
T6468,PapaBench,3.21,46.54,35.1,Low,1.41,1.39,2.86,T6467
T6469,TACLeBench,5.87,148.35,102.17,Low,1.21,0.96,4.87,T6468
T6470,Malardalen,1.06,22.04,18.99,High,1.21,0.97,0.7,T6469
T6471,TACLeBench,16.48,126.68,95.16,Low,1.16,0.98,22.58,T796
